3211,6,"Inner1"
3213,6,"Inner3"
3215,6,"this$1"
3216,37,"Lsoba/testdata/DefUseTestData$Inner2;"
3218,6,"<init>"
3219,77,"(Lsoba/testdata/DefUseTestData$Inner2;Lsoba/testdata/DefUseTestData$Inner1;)V"
3220,4,"Code"
3227,15,"LineNumberTable"
3230,18,"LocalVariableTable"
3238,3,"()V"
3244,4,"this"
3245,44,"Lsoba/testdata/DefUseTestData$Inner2$Inner3;"
3249,3,"arg"
3250,37,"Lsoba/testdata/DefUseTestData$Inner1;"
3270,13,"soba/testdata"
3271,32,"42b79e284c1c96b9fc0418beff900fd0"
3280,34,"soba/testdata/StatementUnitsData$I"
3281,16,"java/lang/Object"
3282,10,"SourceFile"
3283,23,"StatementUnitsData.java"
3284,12,"InnerClasses"
3286,32,"soba/testdata/StatementUnitsData"
3287,1,"I"
3289,6,"method"
3290,5,"(II)V"
3297,13,"soba/testdata"
3298,32,"ba3bb9a0cfbaa163238872c3b753f35e"
3306,32,"soba/testdata/StatementUnitsData"
3307,16,"java/lang/Object"
3308,10,"SourceFile"
3309,23,"StatementUnitsData.java"
3310,12,"InnerClasses"
3312,34,"soba/testdata/StatementUnitsData$I"
3313,1,"I"
3315,6,"<init>"
3316,3,"()V"
3317,4,"Code"
3324,15,"LineNumberTable"
3326,18,"LocalVariableTable"
3334,4,"this"
3335,34,"Lsoba/testdata/StatementUnitsData;"
3348,2,"f1"
3349,4,"(Z)V"
3362,13,"StackMapTable"
3382,16,"java/lang/System"
3383,3,"out"
3384,21,"Ljava/io/PrintStream;"
3387,19,"java/io/PrintStream"
3388,7,"println"
3389,4,"(I)V"
3397,1,"b"
3398,1,"Z"
3400,1,"i"
3436,2,"f2"
3553,2,"f3"
3554,5,"(ZZ)V"
3613,2,"b1"
3615,2,"b2"
3667,3,"if1"
3724,7,"if1nest"
3787,3,"if2"
3848,3,"if3"
3925,3,"if4"
4002,7,"if4nest"
4079,2,"g1"
4166,6,"g1nest"
4265,2,"g2"
4266,6,"(ZZZ)V"
4318,2,"b3"
4364,2,"h1"
4457,2,"h2"
4458,7,"(ZZZZ)V"
4510,2,"b4"
4558,2,"h3"
4559,7,"(IIIZ)V"
4605,1,"x"
4607,1,"y"
4609,1,"z"
4651,2,"i1"
4652,23,"(Ljava/lang/Object;ZZ)V"
4704,3,"obj"
4705,18,"Ljava/lang/Object;"
4755,2,"i2"
4756,21,"(Ljava/lang/Object;)V"
4833,13,"soba/testdata"
4834,32,"725c0699e1bdbe695a1050671ebff05d"
4859,28,"soba/testdata/ReflectionCode"
4860,16,"java/lang/Object"
4861,10,"SourceFile"
4862,19,"ReflectionCode.java"
4864,6,"<init>"
4865,3,"()V"
4866,4,"Code"
4873,15,"LineNumberTable"
4875,18,"LocalVariableTable"
4883,4,"this"
4884,30,"Lsoba/testdata/ReflectionCode;"
4897,15,"newInstanceUser"
4908,32,"java/lang/IllegalAccessException"
4915,32,"java/lang/InstantiationException"
4919,43,"java/lang/reflect/InvocationTargetException"
4923,31,"java/lang/NoSuchMethodException"
4934,22,"LocalVariableTypeTable"
4935,13,"StackMapTable"
4938,15,"java/lang/Class"
4939,28,"soba/testdata/inheritance1/D"
4956,22,"getDeclaredConstructor"
4957,51,"([Ljava/lang/Class;)Ljava/lang/reflect/Constructor;"
4961,29,"java/lang/reflect/Constructor"
4962,11,"newInstance"
4963,39,"([Ljava/lang/Object;)Ljava/lang/Object;"
4968,16,"java/lang/System"
4969,3,"out"
4970,21,"Ljava/io/PrintStream;"
4973,8,"toString"
4974,20,"()Ljava/lang/String;"
4976,19,"java/io/PrintStream"
4977,5,"print"
4978,21,"(Ljava/lang/String;)V"
5034,1,"o"
5035,18,"Ljava/lang/Object;"
5038,3,"obj"
5039,30,"Lsoba/testdata/inheritance1/D;"
5042,1,"c"
5043,17,"Ljava/lang/Class;"
5044,20,"Ljava/lang/Class<*>;"
5150,16,"newInstanceUser2"
5338,13,"soba/testdata"
5339,32,"445db6e35a705f369677605641a41eb5"
5349,38,"soba/testdata/inheritance1/G$InternalG"
5350,16,"java/lang/Object"
5351,10,"SourceFile"
5352,6,"G.java"
5353,12,"InnerClasses"
5355,28,"soba/testdata/inheritance1/G"
5356,9,"InternalG"
5358,6,"this$0"
5359,30,"Lsoba/testdata/inheritance1/G;"
5361,6,"<init>"
5362,33,"(Lsoba/testdata/inheritance1/G;)V"
5363,4,"Code"
5370,15,"LineNumberTable"
5375,18,"LocalVariableTable"
5385,3,"()V"
5389,16,"java/lang/System"
5390,3,"out"
5391,21,"Ljava/io/PrintStream;"
5393,19,"java/io/PrintStream"
5394,7,"println"
5400,4,"this"
5401,40,"Lsoba/testdata/inheritance1/G$InternalG;"
5430,1,"m"
5446,11,"finalMethod"
5452,1,"n"
5458,4,"(I)V"
5492,26,"soba/testdata/inheritance1"
5493,32,"958501d302d80e26f79b94c416326f0c"
5503,28,"soba/testdata/inheritance1/C"
5504,16,"java/lang/Object"
5505,10,"SourceFile"
5506,6,"C.java"
5508,1,"x"
5509,1,"I"
5511,4,"main"
5512,22,"([Ljava/lang/String;)V"
5513,4,"Code"
5520,15,"LineNumberTable"
5527,18,"LocalVariableTable"
5531,16,"java/lang/System"
5532,3,"err"
5533,21,"Ljava/io/PrintStream;"
5536,19,"java/io/PrintStream"
5537,7,"println"
5538,4,"(I)V"
5542,28,"soba/testdata/inheritance2/F"
5545,6,"<init>"
5546,3,"()V"
5556,1,"o"
5566,4,"args"
5567,19,"[Ljava/lang/String;"
5570,1,"f"
5571,30,"Lsoba/testdata/inheritance2/F;"
5573,1,"c"
5574,30,"Lsoba/testdata/inheritance1/C;"
5632,8,"C.<init>"
5634,21,"(Ljava/lang/String;)V"
5640,1,"q"
5641,4,"(D)V"
5647,4,"this"
5677,1,"m"
5690,3,"C.m"
5713,1,"n"
5726,5,"C.n()"
5761,5,"C.o()"
5784,1,"p"
5796,3,"out"
5798,8,"C.p(int)"
5835,11,"C.q(double)"
5844,1,"d"
5845,1,"D"
5862,11,"novariables"
5889,8,"C.x(int)"
5898,1,"t"
5915,1,"y"
5928,8,"C.y(int)"
5953,8,"toString"
5954,20,"()Ljava/lang/String;"
5981,26,"soba/testdata/inheritance1"
5982,32,"ed11f1057bbc828dc1d8060407388269"
6001,28,"soba/testdata/inheritance1/I"
6002,16,"java/lang/Object"
6003,10,"SourceFile"
6004,6,"I.java"
6006,1,"x"
6007,1,"I"
6008,13,"ConstantValue"
6011,1,"m"
6012,3,"()V"
6019,26,"soba/testdata/inheritance1"
6020,32,"d9f2ce3521c33ae1df6cf0b0b24a1377"
6029,28,"soba/testdata/inheritance1/J"
6030,16,"java/lang/Object"
6031,10,"SourceFile"
6032,6,"J.java"
6034,1,"x"
6035,1,"I"
6036,13,"ConstantValue"
6039,26,"soba/testdata/inheritance1"
6040,32,"b6a212354edafdab543afe70087dd344"
6048,28,"soba/testdata/inheritance1/D"
6049,28,"soba/testdata/inheritance1/C"
6050,28,"soba/testdata/inheritance1/I"
6051,28,"soba/testdata/inheritance1/K"
6052,10,"SourceFile"
6053,6,"D.java"
6055,6,"<init>"
6056,3,"()V"
6057,4,"Code"
6064,15,"LineNumberTable"
6068,18,"LocalVariableTable"
6074,4,"(I)V"
6078,16,"java/lang/System"
6079,3,"err"
6080,21,"Ljava/io/PrintStream;"
6082,8,"D.<init>"
6084,19,"java/io/PrintStream"
6085,7,"println"
6086,21,"(Ljava/lang/String;)V"
6092,4,"this"
6093,30,"Lsoba/testdata/inheritance1/D;"
6134,13,"D.<init>(int)"
6143,1,"x"
6144,1,"I"
6167,1,"m"
6185,3,"D.m"
6213,18,"testPackagePrivate"
6234,1,"n"
6242,1,"c"
6243,30,"Lsoba/testdata/inheritance1/C;"
6267,19,"testPackagePrivate2"
6280,28,"soba/testdata/inheritance2/F"
6317,19,"testPackagePrivate3"
6330,28,"soba/testdata/inheritance1/G"
6367,19,"testPackagePrivate4"
6380,28,"soba/testdata/inheritance2/H"
6429,5,"D.n()"
6452,7,"example"
6453,24,"(IJDLjava/lang/String;)I"
6469,1,"i"
6471,1,"l"
6472,1,"J"
6474,1,"d"
6475,1,"D"
6477,1,"s"
6478,18,"Ljava/lang/String;"
6504,3,"out"
6506,8,"D.x(int)"
6515,1,"t"
6532,8,"toString"
6533,20,"()Ljava/lang/String;"
6560,26,"soba/testdata/inheritance1"
6561,32,"1443d0596b8f4d1f125e8f823d545b62"
6579,28,"soba/testdata/inheritance1/K"
6580,16,"java/lang/Object"
6581,28,"soba/testdata/inheritance1/I"
6582,10,"SourceFile"
6583,6,"K.java"
6585,26,"soba/testdata/inheritance1"
6586,32,"ab26fbbdfd094aec7641a03c8ae78f0a"
6593,28,"soba/testdata/inheritance1/G"
6594,28,"soba/testdata/inheritance1/C"
6595,10,"SourceFile"
6596,6,"G.java"
6597,12,"InnerClasses"
6599,38,"soba/testdata/inheritance1/G$InternalG"
6600,9,"InternalG"
6602,13,"volatileField"
6603,1,"I"
6605,14,"transientField"
6607,10,"finalField"
6608,13,"ConstantValue"
6610,6,"<init>"
6611,3,"()V"
6612,4,"Code"
6619,15,"LineNumberTable"
6625,18,"LocalVariableTable"
6631,4,"(I)V"
6652,4,"this"
6653,30,"Lsoba/testdata/inheritance1/G;"
6688,1,"n"
6705,16,"java/lang/System"
6706,3,"err"
6707,21,"Ljava/io/PrintStream;"
6709,5,"G.n()"
6711,19,"java/io/PrintStream"
6712,7,"println"
6713,21,"(Ljava/lang/String;)V"
6740,11,"finalMethod"
6763,1,"x"
6775,3,"out"
6777,8,"G.x(int)"
6786,1,"t"
6803,26,"soba/testdata/inheritance1"
6804,32,"6640e36e402a55e8b9f738155601de1d"
6818,30,"soba/testdata/DefUseTestData$1"
6819,35,"soba/testdata/DefUseTestData$Inner1"
6820,10,"SourceFile"
6821,19,"DefUseTestData.java"
6822,15,"EnclosingMethod"
6823,12,"InnerClasses"
6825,28,"soba/testdata/DefUseTestData"
6826,14,"withInnerClass"
6827,3,"()V"
6829,6,"Inner1"
6831,1,"x"
6832,1,"I"
6834,1,"y"
6836,6,"this$0"
6837,30,"Lsoba/testdata/DefUseTestData;"
6839,6,"<init>"
6840,33,"(Lsoba/testdata/DefUseTestData;)V"
6841,4,"Code"
6848,15,"LineNumberTable"
6852,18,"LocalVariableTable"
6874,4,"this"
6875,32,"Lsoba/testdata/DefUseTestData$1;"
6906,10,"printInner"
6919,16,"java/lang/System"
6920,3,"out"
6921,21,"Ljava/io/PrintStream;"
6925,19,"java/io/PrintStream"
6926,7,"println"
6927,4,"(I)V"
6963,5,"print"
6996,13,"soba/testdata"
6997,32,"610826ec76b5b0b164733b628634451e"
7010,32,"soba/testdata/ObjectTransferCode"
7011,16,"java/lang/Object"
7012,10,"SourceFile"
7013,23,"ObjectTransferCode.java"
7015,6,"<init>"
7016,3,"()V"
7017,4,"Code"
7024,15,"LineNumberTable"
7026,18,"LocalVariableTable"
7034,4,"this"
7035,34,"Lsoba/testdata/ObjectTransferCode;"
7048,9,"newObject"
7049,6,"(I)[[I"
7084,2,"m1"
7085,37,"(Lsoba/testdata/ObjectTransferCode;)V"
7091,2,"m2"
7092,70,"(Lsoba/testdata/ObjectTransferCode;)Lsoba/testdata/ObjectTransferCode;"
7104,3,"[[I"
7109,16,"java/lang/System"
7110,3,"out"
7111,21,"Ljava/io/PrintStream;"
7115,19,"java/io/PrintStream"
7116,7,"println"
7117,4,"(I)V"
7126,1,"x"
7127,1,"I"
7129,4,"obj1"
7131,4,"obj2"
7133,4,"obj3"
7135,5,"array"
7136,35,"[Lsoba/testdata/ObjectTransferCode;"
7138,10,"multiArray"
7219,3,"obj"
7256,13,"soba/testdata"
7257,32,"096dd1a4dd7d05f0a2d19acaca35b90a"
7268,28,"soba/testdata/inheritance2/H"
7269,28,"soba/testdata/inheritance1/D"
7270,10,"SourceFile"
7271,6,"H.java"
7273,1,"x"
7274,1,"I"
7276,6,"<init>"
7277,3,"()V"
7278,4,"Code"
7285,15,"LineNumberTable"
7290,18,"LocalVariableTable"
7300,1,"p"
7301,4,"(I)V"
7308,1,"q"
7309,4,"(D)V"
7315,4,"this"
7316,30,"Lsoba/testdata/inheritance2/H;"
7344,1,"n"
7356,16,"java/lang/System"
7357,3,"err"
7358,21,"Ljava/io/PrintStream;"
7360,5,"H.n()"
7362,19,"java/io/PrintStream"
7363,7,"println"
7364,21,"(Ljava/lang/String;)V"
7397,3,"out"
7399,8,"C.p(int)"
7436,11,"C.q(double)"
7445,1,"d"
7446,1,"D"
7463,26,"soba/testdata/inheritance2"
7464,32,"e3c288e7ac563525c4bb560fd03ff6ac"
7476,28,"soba/testdata/inheritance2/L"
7477,16,"java/lang/Object"
7478,10,"SourceFile"
7479,6,"L.java"
7481,6,"<init>"
7482,3,"()V"
7483,4,"Code"
7490,15,"LineNumberTable"
7492,18,"LocalVariableTable"
7500,4,"this"
7501,30,"Lsoba/testdata/inheritance2/L;"
7514,4,"getC"
7515,32,"()Lsoba/testdata/inheritance1/C;"
7522,26,"soba/testdata/inheritance2"
7523,32,"418b98d083e35cc1e20bb0631786f1f9"
7532,28,"soba/testdata/inheritance2/E"
7533,16,"java/lang/Object"
7534,10,"SourceFile"
7535,6,"E.java"
7537,4,"flag"
7538,1,"I"
7540,4,"main"
7541,22,"([Ljava/lang/String;)V"
7542,4,"Code"
7549,15,"LineNumberTable"
7552,18,"LocalVariableTable"
7558,6,"<init>"
7559,3,"()V"
7561,4,"exec"
7567,4,"args"
7568,19,"[Ljava/lang/String;"
7603,28,"soba/testdata/inheritance1/D"
7607,4,"(I)V"
7613,1,"m"
7619,4,"this"
7620,30,"Lsoba/testdata/inheritance2/E;"
7623,1,"d"
7624,30,"Lsoba/testdata/inheritance1/D;"
7653,18,"testPackagePrivate"
7666,28,"soba/testdata/inheritance2/F"
7674,1,"n"
7682,1,"f"
7683,30,"Lsoba/testdata/inheritance2/F;"
7722,16,"java/lang/System"
7723,3,"err"
7724,21,"Ljava/io/PrintStream;"
7726,13,"Hello, World!"
7728,19,"java/io/PrintStream"
7729,7,"println"
7730,21,"(Ljava/lang/String;)V"
7745,19,"testPackagePrivate2"
7750,19,"testPackagePrivate3"
7755,19,"testPackagePrivate4"
7806,19,"testDynamicBinding1"
7820,13,"StackMapTable"
7823,28,"soba/testdata/inheritance1/C"
7833,1,"x"
7843,28,"soba/testdata/inheritance1/G"
7862,1,"c"
7863,30,"Lsoba/testdata/inheritance1/C;"
7911,19,"testDynamicBinding2"
7990,19,"testDynamicBinding3"
8014,1,"y"
8034,2,"d1"
8036,2,"d2"
8076,19,"testDynamicBinding4"
8077,33,"(Lsoba/testdata/inheritance1/C;)V"
8108,19,"testDynamicBinding5"
8233,19,"testDynamicBinding6"
8234,33,"(Lsoba/testdata/inheritance2/L;)V"
8247,28,"soba/testdata/inheritance2/L"
8248,4,"getC"
8249,32,"()Lsoba/testdata/inheritance1/C;"
8259,1,"l"
8260,30,"Lsoba/testdata/inheritance2/L;"
8278,19,"testDynamicBinding7"
8279,4,"(Z)V"
8293,22,"LocalVariableTypeTable"
8301,19,"java/util/ArrayList"
8313,14,"java/util/List"
8314,20,"java/util/LinkedList"
8325,4,"size"
8326,3,"()I"
8333,4,"list"
8334,16,"Ljava/util/List;"
8335,36,"Ljava/util/List<Ljava/lang/String;>;"
8339,1,"b"
8340,1,"Z"
8389,26,"soba/testdata/inheritance2"
8390,32,"6b9d62405ec360e26cfe0f28d1d74a07"
8409,28,"soba/testdata/inheritance2/F"
8410,28,"soba/testdata/inheritance1/C"
8411,10,"SourceFile"
8412,6,"F.java"
8414,6,"<init>"
8415,3,"()V"
8416,4,"Code"
8423,15,"LineNumberTable"
8426,18,"LocalVariableTable"
8432,4,"(I)V"
8438,4,"this"
8439,30,"Lsoba/testdata/inheritance2/F;"
8456,1,"n"
8468,16,"java/lang/System"
8469,3,"err"
8470,21,"Ljava/io/PrintStream;"
8472,5,"F.n()"
8474,19,"java/io/PrintStream"
8475,7,"println"
8476,21,"(Ljava/lang/String;)V"
8498,1,"o"
8511,5,"F.o()"
8534,1,"k"
8552,21,"[[[Ljava/lang/String;"
8559,16,"java/lang/Object"
8560,8,"toString"
8561,20,"()Ljava/lang/String;"
8567,16,"java/lang/String"
8582,5,"array"
8584,7,"another"
8585,19,"[Ljava/lang/String;"
8625,26,"soba/testdata/inheritance2"
8626,32,"5899357aed62673118b8aaf4e4dbc70a"
9585,3,"abc"
9588,2,"ab"
9591,1,"d"
9698,9,"$library$"
9720,28,"soba/testdata/inheritance1/D"
9721,28,"soba/testdata/inheritance1/C"
9722,28,"soba/testdata/inheritance1/I"
9723,28,"soba/testdata/inheritance1/K"
9724,10,"SourceFile"
9725,6,"D.java"
9727,6,"<init>"
9728,3,"()V"
9729,4,"Code"
9736,15,"LineNumberTable"
9740,18,"LocalVariableTable"
9746,4,"(I)V"
9750,16,"java/lang/System"
9751,3,"err"
9752,21,"Ljava/io/PrintStream;"
9754,8,"D.<init>"
9756,19,"java/io/PrintStream"
9757,7,"println"
9758,21,"(Ljava/lang/String;)V"
9764,4,"this"
9765,30,"Lsoba/testdata/inheritance1/D;"
9806,13,"D.<init>(int)"
9815,1,"x"
9816,1,"I"
9839,1,"m"
9857,3,"D.m"
9885,18,"testPackagePrivate"
9906,1,"n"
9914,1,"c"
9915,30,"Lsoba/testdata/inheritance1/C;"
9939,19,"testPackagePrivate2"
9952,28,"soba/testdata/inheritance2/F"
9989,19,"testPackagePrivate3"
10002,28,"soba/testdata/inheritance1/G"
10039,19,"testPackagePrivate4"
10052,28,"soba/testdata/inheritance2/H"
10101,5,"D.n()"
10124,7,"example"
10125,24,"(IJDLjava/lang/String;)I"
10141,1,"i"
10143,1,"l"
10144,1,"J"
10146,1,"d"
10147,1,"D"
10149,1,"s"
10150,18,"Ljava/lang/String;"
10176,3,"out"
10178,8,"D.x(int)"
10187,1,"t"
10204,8,"toString"
10205,20,"()Ljava/lang/String;"
10232,26,"soba/testdata/inheritance1"
10233,32,"1443d0596b8f4d1f125e8f823d545b62"
10262,54,"target/test-classes/soba/testdata/inheritance1/D.class"
10265,33,"soba/testdata/inheritance1/D.java"
10312,28,"soba/testdata/inheritance2/H"
10313,28,"soba/testdata/inheritance1/D"
10314,10,"SourceFile"
10315,6,"H.java"
10317,1,"x"
10318,1,"I"
10320,6,"<init>"
10321,3,"()V"
10322,4,"Code"
10329,15,"LineNumberTable"
10334,18,"LocalVariableTable"
10344,1,"p"
10345,4,"(I)V"
10352,1,"q"
10353,4,"(D)V"
10359,4,"this"
10360,30,"Lsoba/testdata/inheritance2/H;"
10388,1,"n"
10400,16,"java/lang/System"
10401,3,"err"
10402,21,"Ljava/io/PrintStream;"
10404,5,"H.n()"
10406,19,"java/io/PrintStream"
10407,7,"println"
10408,21,"(Ljava/lang/String;)V"
10441,3,"out"
10443,8,"C.p(int)"
10480,11,"C.q(double)"
10489,1,"d"
10490,1,"D"
10507,26,"soba/testdata/inheritance2"
10508,32,"e3c288e7ac563525c4bb560fd03ff6ac"
10528,54,"target/test-classes/soba/testdata/inheritance2/H.class"
10531,33,"soba/testdata/inheritance2/H.java"
10534,5,"label"
10580,28,"soba/testdata/inheritance2/H"
10581,28,"soba/testdata/inheritance1/D"
10582,10,"SourceFile"
10583,6,"H.java"
10585,1,"x"
10586,1,"I"
10588,6,"<init>"
10589,3,"()V"
10590,4,"Code"
10597,15,"LineNumberTable"
10602,18,"LocalVariableTable"
10612,1,"p"
10613,4,"(I)V"
10620,1,"q"
10621,4,"(D)V"
10627,4,"this"
10628,30,"Lsoba/testdata/inheritance2/H;"
10656,1,"n"
10668,16,"java/lang/System"
10669,3,"err"
10670,21,"Ljava/io/PrintStream;"
10672,5,"H.n()"
10674,19,"java/io/PrintStream"
10675,7,"println"
10676,21,"(Ljava/lang/String;)V"
10709,3,"out"
10711,8,"C.p(int)"
10748,11,"C.q(double)"
10757,1,"d"
10758,1,"D"
10775,26,"soba/testdata/inheritance2"
10776,32,"e3c288e7ac563525c4bb560fd03ff6ac"
10795,28,"soba/testdata/DefUseTestData"
10796,16,"java/lang/Object"
10797,10,"SourceFile"
10798,19,"DefUseTestData.java"
10799,12,"InnerClasses"
10801,35,"soba/testdata/DefUseTestData$Inner2"
10802,6,"Inner2"
10804,35,"soba/testdata/DefUseTestData$Inner1"
10805,6,"Inner1"
10807,30,"soba/testdata/DefUseTestData$2"
10809,30,"soba/testdata/DefUseTestData$1"
10811,6,"<init>"
10812,3,"()V"
10813,4,"Code"
10820,15,"LineNumberTable"
10822,18,"LocalVariableTable"
10830,4,"this"
10831,30,"Lsoba/testdata/DefUseTestData;"
10844,14,"overwriteParam"
10845,5,"(II)V"
10856,13,"StackMapTable"
10868,16,"java/lang/System"
10869,3,"out"
10870,21,"Ljava/io/PrintStream;"
10873,19,"java/io/PrintStream"
10874,7,"println"
10875,4,"(I)V"
10883,1,"x"
10884,1,"I"
10886,1,"y"
10912,19,"localDataDependence"
10955,3,"err"
10985,1,"b"
10986,1,"Z"
11056,20,"tryFinallyDependence"
11057,3,"()I"
11075,19,"java/io/IOException"
11123,12,"java/io/File"
11124,23,"java/io/FileInputStream"
11131,4,"test"
11133,21,"(Ljava/lang/String;)V"
11144,17,"(Ljava/io/File;)V"
11150,4,"read"
11165,5,"close"
11230,15,"printStackTrace"
11248,19,"java/lang/Throwable"
